,Area,Job_title,Company,Experience,Salary,Location,Description,Tag assosiated,Posting_date
256,ERP Jobs,Oracle ERP BI Integration Consultant,Peloton Consulting India Private Limited,2-7 Yrs,Not disclosed,Hyderabad, Required Experience Skills: 2-7 years of experience in building reports in Oracle OTBI....,"Supply chain management, Managed services, Performance management, Aerospace, PAAS, Consulting, Life sciences, Oracle",4 Days Ago
257,ERP Jobs,Oracle ERP Cloud Procurement Consultant,Peloton Consulting India Private Limited,5-8 Yrs,Not disclosed,Hyderabad, Responsibilities: Responsibilities will vary depending on the level and experience of t...,"Procurement, Supply chain management, Managed services, Aerospace, Analytical, Consulting, Financial planning, Life sciences",4 Days Ago
258,ERP Jobs,Oracle ERP Cloud Administration Consultant,Peloton Consulting India Private Limited,4-6 Yrs,Not disclosed,Hyderabad, Summary: Peloton is looking for Oracle ERP Cloud Administration Consultants who have a ...,"Procurement, Supply chain management, Performance management, Consulting, Project accounting, Cash management, Budgeting, Troubleshooting",4 Days Ago
259,ERP Jobs,ERP Functional Consultant,PIXON GREEN ENERGY PRIVATE LIMITED,2-7 Yrs,"2,50,000 - 7,50,000 PA.",Rajkot, Enhancement of the Odoo for end user based on requirementUnderstanding the business req...,"sap manager, erp, erp analyst, odoo, erp project manager, erp implementation, sap erp, erp executive",7 Days Ago
260,ERP Jobs,ERP Administrator 2,Capgemini Technology Services India Limited,4-8 Yrs,Not disclosed,Mumbai, Job Responsibilities Competencies and Skills Core Behaviours Business Leadership Client...,"Service delivery, Technical process, Business leadership, Manager Technology, Client acquisition, ERP Administrator",7 Days Ago
261,ERP Jobs,ERP Administrator 2,Capgemini Technology Services India Limited,4-6 Yrs,Not disclosed,Mumbai, Job Responsibilities SAP BO B1 Mumbai Competencies and Skills Core Behaviours Business ...,"Service delivery, SAP BO, Technical process, Business leadership, Manager Technology, Client acquisition, ERP Administrator",6 Days Ago
262,ERP Jobs,Microsoft Dynamics 365 ERP Technical,Accenture Solutions Pvt Ltd,6-10 Yrs,Not disclosed,Chennai, Additional Information : 14 years of experience in the IT industry and minimum 3 years ...,"Technical Architect, ERP, Automation, Manager Technology, Agile methodology, Microsoft Dynamics, Outsourcing, Business strategy",7 Days Ago
263,ERP Jobs,Microsoft Dynamics 365 ERP Technical,Accenture Solutions Pvt Ltd,14-15 Yrs,Not disclosed,Hyderabad, Additional Information : 14 years of experience in the IT industry and minimum 3 years ...,"Technical Architect, ERP, Automation, Manager Technology, Agile methodology, Microsoft Dynamics, Outsourcing, Business strategy",7 Days Ago
264,ERP Jobs,ERP Project Manager,Alstom Transport India Ltd.,5-7 Yrs,Not disclosed,Bengaluru," Graduated with an engineering degree, preferably in information technology, you have a ...","Program Management, Project Management, Project Control, Project Planning, IS&T Management, ERP Project Manager",10 Days Ago
265,ERP Jobs,ERP Delivery Lead,Standard Chartered Bank Ltd,15-20 Yrs,Not disclosed,Bengaluru, Responsibilities: This role would assist the Head of Aspire CoE to build teams and in d...,"ERP, Change management, Supply chain management, SAP, Agile, Problem management, SCM, Ariba",10 Days Ago
266,ERP Jobs,Microsoft Dynamics - (ERP Functional Consultant),Nggawe Nirman Technologies Private Limited,10-15 Yrs,"18,00,000 - 22,50,000 PA.",Bengaluru," Hi, Nggawe Nirman Technologies (URL: https://nirman.io/) We have through our years of e...","microsoft dynamics ax, order management, Trade & Logistics, dynamics 365, Electronic Data Interchange",11 Days Ago
267,ERP Jobs,Program Manager - Pmo/erp,Lera Technologies Pvt. Ltd,4-9 Yrs,Not disclosed,"Hyderabad, India", Looking to wear multiple hats if required + Other required soft skills Experience in ru...,"Lean Sigma, Program Management, ERP, Product Management, PMO, Agile",12 Days Ago
268,ERP Jobs,ERP Administrator 2,Capgemini Technology Services India Limited,2-7 Yrs,Not disclosed,"Mumbai, Bengaluru", Short Description Looking for SAP GRC Security for 2 to 9 years of ExperienceJo Locatio...,"SAP Security, NetWeaver, ERP Administrator, SAP GRC Security, SAP GRC",12 Days Ago
269,ERP Jobs,Oracle ERP BI Integration Consultant,Peloton,2-7 Yrs,Not disclosed,Hyderabad, Required Experience & Skills: 2-7 years of experience in building reports in Oracle OTB...,"Supply chain management, Managed services, Performance management, Aerospace, PAAS, Consulting, Life sciences, Oracle",9 Days Ago
270,VLSI Jobs,Oriented VLSI Courses and Internship,Nxfee Innovation,0-1 Yrs,Not disclosed,Pondicherry, NXFEE innovation will also arrange a placements on various leading semiconductor indust...,"Design verification, Design engineering, ASIC, Semiconductor, VLSI, Signal processing, Internship, Robotics",8 Days Ago
271,VLSI Jobs,VLSI Design Engineer,Datapoint Info Solutions,0-1 Yrs,Not disclosed,Hyderabad," Skill Set: Knowledge on DIGITAL ELECTRONICS, HARDWARE DESCRIPTION LANGUAGE LIKE (VERILO...","VHDL, VLSI, Digital electronics, Manager Technology, ModelSim, Hardware, VLSI design, Xilinx",30+ Days Ago
272,VLSI Jobs,VLSI-CAD-Design-Engineer,"Advanced Micro Devices, Inc.",2-6 Yrs,Not disclosed,Hyderabad," What you do at AMD changes everything At AMD, we push the boundaries of what is possibl...","Usage, development, VLSI, software, level, CAD, developing, Perl",30+ Days Ago
273,VLSI Jobs,Vlsi/ matlba/ embedded Systems,ARISE SOFTWARE SOLUTIONS,0-1 Yrs,Not disclosed,Tirupati, We are hiring candidates for our reputed clients VLSI/ Matlab/ Embedded Systems Qualifi...,"assembly language, website, C, Vlsi, matlba, HTML, ajax, javascript",30+ Days Ago
274,VLSI Jobs,Embedded & VLSI Engineers,Vector India Pvt Ltd,1-2 Yrs,Not disclosed,Hyderabad, Skills Required : Should have a training (or) project experience for 1to 2 years;Engine...,"Training, C, Linux, VLSI, Embedded Linux, Device driver development, Business Executive",30+ Days Ago
275,VLSI Jobs,Embedded & VLSI Engineers ,GLOBALS RESEARCH INNOVATION & DEVELOPMENT,1-2 Yrs,Not disclosed,Bengaluru, Job Description Skills Required: Should have a training (or) project experience for 1to...,"development, device driver development, c, added, vlsi, linux embedded, real time, capacity",30+ Days Ago
276,VLSI Jobs,Intern - VLSI,SEAGATE TECHNOLOGY,0-2 Yrs,Not disclosed,Pune, About the Role - You Will: Be provided training on Functional Verification Methodologie...,"C++, VHDL, VLSI, Intern, Simulation, Circuit designing, SOC, Verilog",30+ Days Ago
277,VLSI Jobs,Intern - VLSI,SEAGATE TECHNOLOGY,0-2 Yrs,Not disclosed,Pune, About the Role - You Will: Be able to work on block level Physical Design implementatio...,"Fabrication, DFT, VLSI, Intern, Verilog, Physical verification, Perl, analog circuit design",30+ Days Ago
278,VLSI Jobs,Embedded & VLSI Engineers,GLOBALS RESEARCH INNOVATION & DEVELOPMENT,1-2 Yrs,Not disclosed,"Bengaluru, Bengaluru / Bangalore", Should have a training (or) project experience .Engineers with good exposure and capaci...,"development, device driver development, be, c, added, linux, training, vlsi",30+ Days Ago
279,VLSI Jobs,Asic /SOC Verification Engineer / VLSI Designer,VTalentGlobal,5-10 Yrs,Not disclosed,"Bengaluru, Hyderabad, Noida", Minimum 2.5+years of experience in RTL Verification Should have experience in IP level ...,"ASIC, VLSI, ASIC Verification, Coding, USB, SOC verification, OVM, rtl verification",30+ Days Ago
280,VLSI Jobs,Embedded & VLSI Engineers,VECTOR India,1-2 Yrs,Not disclosed,"Hyderabad, Hyderabad/Secunderabad", Skills Required : Should have a training (or) project experience for 1to 2 years;Engine...,"development, device driver development, c, be, added, linux, vlsi, embedded",30+ Days Ago
281,VLSI Jobs,Design Verification Engineer VLSI IP Group,Softnautics,4-9 Yrs,Not disclosed,"Pune, Ahmedabad"," Softnautics requires skilled verification engineer who is confident, self-motivated and...","Automation, VLSI, Coding, USB, FPGA, SOC, Test planning, PCIE",30+ Days Ago
282,VLSI Jobs,VLSI Silicon Validation / Emulation Engineer,Innovium,5-10 Yrs,Not disclosed,Bengaluru, What You ll Do Innovium Inc is looking to hire an engineer with at least 5 years of exp...,"VLSI, Networking, SOC, Debugging, Perl, PCIE, Silicon, Troubleshooting",30+ Days Ago
283,VLSI Jobs,VLSI ASIC Verification Engineer,Innovium,5-10 Yrs,Not disclosed,Bengaluru, What You ll Do Innovium Inc is looking to hire an engineer with at least 5 years of exp...,"Electrical engineering, Networking, VLSI, Coding, SOC, Perl, System verilog, Troubleshooting",30+ Days Ago
284,VLSI Jobs,VLSI ASIC Design Engineers,Innovium,5-10 Yrs,Not disclosed,Bengaluru, What You ll Do Innovium Inc is looking to hire an engineer with at least 5 years of exp...,"ASIC, Front end, Networking, VLSI, SOC, Shell scripting, Perl, System verilog",30+ Days Ago
285,VLSI Jobs,VLSI Design Engineer,Macart Equipment Pvt.Ltd.,2-5 Yrs,Not disclosed,Pune, Department : - R & D / Manufacturing Unit Experience in Years : - 2 TO 3 Core Responsib...,"Assembly line, Production planning, Reconciliation, Physical verification, Director, VLSI design, Vendor, HoD",30+ Days Ago
286,VLSI Jobs,VLSI Trainee,3D-IP Semiconductors,2-7 Yrs,Not disclosed,Bengaluru, Training fees to be paid by the candidate The training will be for a period of 4-5 mont...,"Training, 3D, Semiconductor, VLSI, Electronics",30+ Days Ago
287,VLSI Jobs,Embedded/VLSI Design Engineer :,Qualitat Systems,1-4 Yrs,Not disclosed,Pune," Embedded/VLSI Design Engineer : Qualification : B.E / M.E , along with Six months Cours...","assembly language, JavaScript, Real Time Operating Systems, VLSI design, HTML, Oracle, SQL",30+ Days Ago
288,VLSI Jobs,Embedded & VLSI Engineers,GLOBALS RESEARCH INNOVATION & DEVELOPMENT,2-7 Yrs,Not disclosed,Bengaluru, Embedded & VLSI Engineers Qualification: Should be BE/ BTech/ M.Tech/ M.Sc with special...,"Training, C, Linux, VLSI, Electronics, Device driver development, Business Executive",30+ Days Ago
289,VLSI Jobs,Embedded & VLSI Engineers,VECTOR India,2-7 Yrs,Not disclosed,Hyderabad, Embedded & VLSI Engineers Qualification: Should be BE / BTech / M.Tech / M.Sc with spec...,"Training, C, Linux, VLSI, Technical, Electronics, Device driver development, Time",30+ Days Ago
290,Mainframe Jobs,"Cobol, VSAM, CICS - Mainframe Developer",NTT DATA GLOBAL DELIVERY SERVICES PRIVATE LIMITED,6-9 Yrs,Not disclosed,Chennai," Location: ChennaiCandidate should possess good knowledge on COBOL, VSAM andCICSRole Des...","mainframe developer, VSAM, cobol developer, DB2, Cics, Cobol, Mainframes",9 Days Ago
291,Mainframe Jobs,Mainframe Developer,Capgemini Technology Services India Limited,2-4 Yrs,Not disclosed,Bengaluru," Has good interpersonal and teamwork abilities, and able to adapt in a diverse working e...","VSAM, TSO, Db2, Cics, Cobol, Problem Solving, Mainframe, Developer",12 Days Ago
292,Mainframe Jobs,Mainframe zOS System Programmer,IBM India Pvt. Limited,10-12 Yrs,Not disclosed,India," Analyze situations and implement solutions, or develop new system elements, procedures ...","Tape Management, Mainframe DB2 Administration, Networking, Db2, Mainframe zOS System Programmer, Disaster Recovery, Problem Management, ATL / VTL",2 Days Ago
293,Mainframe Jobs,Mainframe DB2,DXC Technology India Private Limited,4-9 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad"," Good knowledge in performance & tuning, database sizing, system support, security and d...",Mainframe DB2,2 Days Ago
294,Mainframe Jobs,Atos is Hiring For Mainframe Security (racf/acf2),ATOS GLOBAL IT SOLUTIONS AND SERVICES PVT LTD,3-8 Yrs,Not disclosed,Bengaluru, Generating various reports by running Batch JobsTotal experience - 3-8 yearsGood Knowle...,"Acf2, RACF, Mainframe",5 Days Ago
295,Mainframe Jobs,Mainframe System Admin(infrastructure) For MNC Corporate,iPrimed Education Solutions Pvt Ltd,20 April - 03 May,"2,00,000 - 5,00,000 PA.","Chennai, Hyderabad"," Direct Employee of DXC 1.Installation, customization and maintenance of DB2 for z/OS an...","jcl, Db2, hardware, mainframe",14 Days Ago
296,Mainframe Jobs,Mainframe CA7/ TWS,Harel Consulting,2-7 Yrs,Not disclosed,Pune," Job Greeting : We are looking for "" Mainframe CA7/TWS"" for a Contract to hire role in P...","Change Management, TWS, OPC, Incident Investigation, CA7, Mainframe, Production Support",11 Days Ago
297,Mainframe Jobs,Mainframe Developer,Capgemini Technology Services India Limited,2-4 Yrs,Not disclosed,Pune, Technical Requirement: Strong background in CICS Must Domain Experience prior experienc...,"Project development, JCL, Interpersonal skills, Db2, Cics, Cobol, Consulting, Software development life cycle",30+ Days Ago
298,Mainframe Jobs,Mainframe Developer,Diverse Lynx India Pvt. Ltd,2-5 Yrs,Not disclosed,Bengaluru," Mainframe, Cobol, CICS, JCL, DB2 "",","JCL, Db2, Cics, Cobol",30+ Days Ago
299,Mainframe Jobs,Mainframe Developer,Diverse Lynx India Pvt. Ltd,2-6 Yrs,Not disclosed,Gurgaon," Mainframe Profiles Technical Skills: IBM Mainframe, DB2, CICS, CICS- Client, COBOL, Sto...","JCL, Db2, Cics, Cobol, SQL, Mainframes",30+ Days Ago
300,Mainframe Jobs,Mainframe(Cobol &DB2),Diverse Lynx India Pvt. Ltd,5-9 Yrs,Not disclosed,Bengaluru, Skills: Experience in mainframe development. Experience in JCL/COBOL/VSAM/CICS/DB2. Exp...,"VSAM, JCL, Interpersonal skills, Db2, Cics, Cobol",30+ Days Ago
301,Mainframe Jobs,Mainframe Developer/Support,Diverse Lynx India Pvt. Ltd,5-10 Yrs,Not disclosed,Chennai, Job Description: At least 5 years of experience working as a Mainframe developer. Must ...,"VSAM, JCL, Payroll, Db2, REXX, Cics, Cobol",30+ Days Ago
302,Mainframe Jobs,Mainframe zOS Connect Engineer,Elements HR Services Pvt. Ltd.,9-13 Yrs,Not disclosed,Chennai," The role includes project delivery and live support work, patching, Problem Resolution ...","Unix, JCL, Server monitoring, Db2, Cics, Disaster recovery, Project delivery, Operations",30+ Days Ago
303,Mainframe Jobs,Mainframe Developer,Diverse Lynx India Pvt. Ltd,2-7 Yrs,Not disclosed,Hyderabad," Experience in Mainframe technologies ( COBOL, JCL, DB2, CICS and VSAM). Good exposure t...","VSAM, CVS, JCL, Db2, Technical design, Cics, Cobol, Software development life cycle",30+ Days Ago
304,Mainframe Jobs,Mainframe Developers,Diverse Lynx India Pvt. Ltd,3-7 Yrs,Not disclosed,Pune, Mainframe Developers- Extensive Technical Knowledge and Experience in Mainframe Develop...,"VSAM, JCL, Production support, SAS, Db2, Coding, Cics, Cobol",30+ Days Ago
305,Mainframe Jobs,Mainframe Developer,Diverse Lynx India Pvt. Ltd,3-6 Yrs,Not disclosed,Hyderabad, The Mainframe Developer would need to have at least 3 years of experience. This Candida...,"JCL, Usage, Db2, Coding, Cics, Cobol, QA testing",30+ Days Ago
306,Mainframe Jobs,Mainframe Developer,Diverse Lynx India Pvt. Ltd,4-8 Yrs,Not disclosed,Chennai, Location: Chennai Experience: 4 yrs-8 yrs. Position: Mainframe Developer Mandatory skil...,"VSAM, SUB, JCL, XPeditor, Analytical, Cics, Cobol, Easytrieve",30+ Days Ago
